worker,declaration,answer
A2LV5QYHH24OMY,i like the ease of shopping on the site,Navigation
A2LV5QYHH24OMY,would be great if It didnt freeze as much...............,Latency
A1KYGP10BH4FXU,speed,Latency
A2LV5QYHH24OMY,I like that you can view everything in one category on a single page rather than having to flick through 20 or so so different pages.,Navigation
A34M93NJC830DP,its good,None
A312KFQ78WB3A4,restock the Moto Blue Denim Pini Dress- Blue With more sizes,Size|Stock
A2LV5QYHH24OMY,more sales!,Price
A2LV5QYHH24OMY,CHEAPER PRICES,Price
A2LV5QYHH24OMY,It's perfect!,None
A2LV5QYHH24OMY,It's very easy to navigate and I really like the clothing!,Products|Navigation
A2I3Y0L38HMQLZ,make stuff cheaper,Price
A2LV5QYHH24OMY,everything is perfect ..,None
A2LV5QYHH24OMY,its slow,Latency
A2LV5QYHH24OMY,show sizes produced both in stock and out of stock&#44; this shows if they are produced or not and show colour variation of the product in drop-down box,Stock|MoreFunc
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,Not enough choice of clothes on your online store....,Range
A2BWMYV8JU7RO4,please lower the prices,Price
A2I3Y0L38HMQLZ,Thanks!,None
A2LV5QYHH24OMY,be cheaper,Price
A2I3Y0L38HMQLZ,i like when you have deals with free international shipping!,Delivery
A2LV5QYHH24OMY,design a slim fit henley top,Products
A2I3Y0L38HMQLZ,make it cheaper,Price
A2I3Y0L38HMQLZ,i can't afford anything,Price
A1KYGP10BH4FXU,fast loading,Latency
A2LV5QYHH24OMY,good layout,Navigation
A2LV5QYHH24OMY,like it all.,None
A2LV5QYHH24OMY,make the prices cheaper,Price
A312KFQ78WB3A4,when i go to a party with my friends and they're in crop tops and skirts i cannot find any short clothes anywhere.,Size
A2I3Y0L38HMQLZ,they are cheep,Price
A2LV5QYHH24OMY,Make it cheaper,Price
A2I3Y0L38HMQLZ,easy to use,Navigation
A2LV5QYHH24OMY,I like the clothes and the design of the website (colour scheme etc.),Products|Navigation
A2LV5QYHH24OMY,I LOVE that you guys have a petite section,Range
A2LV5QYHH24OMY,its ok,None
A2QN0EGBRGJU1M,The only thing I want you to improve on is the amount of hoodies.,Range
A2I3Y0L38HMQLZ,everything.,None
A2I3Y0L38HMQLZ,I don't like it because i didin't found shipping to chile.,Delivery
A1KYGP10BH4FXU,easy to search things,Navigation
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,It's very easy to navigate and I really like the clothing!,Products|Navigation
A2LV5QYHH24OMY,perfect,None
A312KFQ78WB3A4,more colours,Navigation
A312KFQ78WB3A4,prices!,Price
A2I3Y0L38HMQLZ,smartphone-friendly emails,MoreFunc
A2LV5QYHH24OMY,Be able to check stock availability in South African shops,Stock|MoreFunc
A2LV5QYHH24OMY,clearer pictures would be better,Images|Navigation
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,i am very pleased with the improvements made on 'shopping bag' as you can save for later and i also like that images of the selected item can be enlarged.,Images|Navigation
A2LV5QYHH24OMY,you could improve securing the items in my basket while i am shopping for other items.,MoreFunc
A2LV5QYHH24OMY,More sales I guess,Price
A2LV5QYHH24OMY,I like the content (clothes),Products
A2QN0EGBRGJU1M,pictures are bad quality,Images
A1KYGP10BH4FXU,speed,Latency
A312KFQ78WB3A4,lower your prices,Price
A2LV5QYHH24OMY,Replacing popular items when they have sold out.,Stock
A2LV5QYHH24OMY,clothes need to be 50% cheaper,Price
A2QN0EGBRGJU1M,its a shame you lose some of the gift on paying for delivery.,Delivery
A34M93NJC830DP,its good,None
A1KYGP10BH4FXU,i love everything,Navigation
A2LV5QYHH24OMY,i like the fact that is quick and simple to use,Navigation
A2LV5QYHH24OMY,get more bigger sizes in store,Size
A2I3Y0L38HMQLZ,I love all of the clothes.,Products
A312KFQ78WB3A4,love it all,None
A2LV5QYHH24OMY,I don`t like the typography,Navigation
A2LV5QYHH24OMY,Prices in English!,MoreFunc
A2I3Y0L38HMQLZ,interactive element where people can talk about their favourite trends from the store :D,MoreFunc
A2LV5QYHH24OMY,Better delivery options eg Royal Mail.,Delivery
A2I3Y0L38HMQLZ,you need to have more sizes of preferably 8's :),Size|Stock
A312KFQ78WB3A4,lower prices,Price
A2LV5QYHH24OMY,Its brill,None
A2LV5QYHH24OMY,models,Images
A2I3Y0L38HMQLZ,good delivery,Delivery
A2I3Y0L38HMQLZ,REDUCE YOUR PRICES!!,Price
A2I3Y0L38HMQLZ,also maybe a feature where you can sort of bookmark an item for later so it doesn't disrupt browsing?,MoreFunc
A1KYGP10BH4FXU,LOWER PRICER,Price
A2I3Y0L38HMQLZ,Love it!,None
A2LV5QYHH24OMY,It would be great to be able to see how much each item is in NZD,MoreFunc
A312KFQ78WB3A4,the prices,Price
A2LV5QYHH24OMY,cheaper prices,Price
A2QN0EGBRGJU1M,Make it easier to enter student discount card number.,MoreFunc
A312KFQ78WB3A4,lower prices,Price
A312KFQ78WB3A4,Excellent,None
A2I3Y0L38HMQLZ,its rubbish,None
A2I3Y0L38HMQLZ,I love it!,None
A2I3Y0L38HMQLZ,cost of postage,Delivery
A2LV5QYHH24OMY,great site,Navigation
A2I3Y0L38HMQLZ,i like the clothes,Products
A2LV5QYHH24OMY,IM AMERICAN,None
A1KYGP10BH4FXU,nice..very user friendly,Navigation
A2I3Y0L38HMQLZ,can't find the place to put it up :-(,Navigation
A1KYGP10BH4FXU,Love the ease of using your site&#44; great selection and variety of quality blooms to choose from&#44;  with prices that suit everyone's pocket&#44; always positive feedback from recipients&#44; ticks all my boxes,None
A1KYGP10BH4FXU,have a wishlist web,MoreFunc
A2LV5QYHH24OMY,be able to buy without clicking on the item,MoreFunc
A1KYGP10BH4FXU,make it more colourful and easy to find items that you have in store,Images|Products
A2LV5QYHH24OMY,be cheaper,Price
A15MK127K9F2DZ,it's great,None
A2QN0EGBRGJU1M,Prices.,Price
A34M93NJC830DP,its good,None
A2I3Y0L38HMQLZ,the price is too high,Price
A2QN0EGBRGJU1M,your site is really slow,Latency
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,price!,Price
A2I3Y0L38HMQLZ,Please start to send to Norway!!!!!,Delivery
A2LV5QYHH24OMY,I like the layout and it is easy to navigate :) no changes needed.,Navigation
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,really user friendly,Navigation
A2LV5QYHH24OMY,be cheaper,Price
A2LV5QYHH24OMY,cheaper shoes,Price
A2LV5QYHH24OMY,good site,None
A2I3Y0L38HMQLZ,No pictures will download so waste of time looking!,Latency
A312KFQ78WB3A4,love it all,None
A2LV5QYHH24OMY,free delivery :),Delivery
A2LV5QYHH24OMY,nothing.,None
A2LV5QYHH24OMY,the possibility to save items should be available,MoreFunc
A2I3Y0L38HMQLZ,the prices are too expensive,Price
A2I3Y0L38HMQLZ,Cheaper clothes!,Price
A1KYGP10BH4FXU,your perfect love chris hughes,None
A2LV5QYHH24OMY,It couldn't work out what size 'S' and 'M' were in relation to normal sizing (ie.,Size
A2LV5QYHH24OMY,Needs to be speedier reaction to instructions,Latency
A2I3Y0L38HMQLZ,nothing!,None
A2QN0EGBRGJU1M,charge free delivery,Delivery
A2I3Y0L38HMQLZ,easy to use,Navigation
A2LV5QYHH24OMY,make things cheaper,Price
A312KFQ78WB3A4,nothing you are absolutley fabulous,None
A2I3Y0L38HMQLZ,Maybe try group together into sections already instead of having to click ie,Navigation
A1KYGP10BH4FXU,I'm in My Account page.,None
A2LV5QYHH24OMY,Chinese.,MoreFunc
A2LV5QYHH24OMY,All good,None
A312KFQ78WB3A4,Free delivery would be great!,Delivery
A2LV5QYHH24OMY,your site is fine,Navigation
A2LV5QYHH24OMY,well i really love all your clothes,Products
A2QN0EGBRGJU1M,Everything is so informative and easy to understand- simple and to the point.,Navigation
A2LV5QYHH24OMY,MAKE PAGES LOAD......,Latency
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,seems pretty simple to use.,Navigation
A2I3Y0L38HMQLZ,don't do so many strange odd tops and start to add a tiny amount of normal tops including the ones you make already,Range
A1KYGP10BH4FXU,You guys should have a mobile app!,MoreFunc
A2I3Y0L38HMQLZ,I love it!!,None
A312KFQ78WB3A4,loading time,Latency
A2LV5QYHH24OMY,Simple and easy to use,Navigation
A2BWMYV8JU7RO4,Make a wish list!,MoreFunc
A312KFQ78WB3A4,love it,None
A1KYGP10BH4FXU,too slow website,Latency
A2LV5QYHH24OMY,more stock in the petite range,Range
A2QN0EGBRGJU1M,load faster,Latency
A2LV5QYHH24OMY,Larger range of clothing for tall women.,Range
A2I3Y0L38HMQLZ,changing the currency to fit the country,MoreFunc
A1KYGP10BH4FXU,faster,MoreFunc
A2I3Y0L38HMQLZ,too expensive.,Price
A2I3Y0L38HMQLZ,delivery costs too much,Delivery
ASX2NOUVA9CRH,really like the improvements to the checkout.,Navigation
A312KFQ78WB3A4,free delivery,Delivery
A2LV5QYHH24OMY,great,None
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,to plain,Navigation
A2LV5QYHH24OMY,make it become a bit more colorfull,Navigation
A312KFQ78WB3A4,CHEAPER IM POOR THANKS TO YOU AND YOUR AMAZING CLOTHES AND MAKE UP :'(,Price|Products
A312KFQ78WB3A4,lower your prices i can't afford anything,Price
A2QLSHXNCHBRN4,SO FAR SO GOOD,None
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,a party weding day,None
A2QN0EGBRGJU1M,Prices.,Price
A2LV5QYHH24OMY,its ok,None
A2LV5QYHH24OMY,in my opinion international delivery should be free.So people from other countries can afford easily.Thanks.,Delivery
A2I3Y0L38HMQLZ,make it cheaper,Price
A1KYGP10BH4FXU,i like the choices of syles,Range
A2LV5QYHH24OMY,To improve the site could you give and easy rollover image so we can see it on a model instead of showing a different view,Images|MoreFunc
A2LV5QYHH24OMY,to be able to use giftcards online!,MoreFunc
A2LV5QYHH24OMY,i like the pictures,Images
A2LV5QYHH24OMY,Make it cheaper,Price
A1KYGP10BH4FXU,the price,Price
A312KFQ78WB3A4,too expensive,Price
A2LV5QYHH24OMY,make things cheaper,Price
A312KFQ78WB3A4,Find address when signed into your account crashes the browser (safari on mac),Latency
A2I3Y0L38HMQLZ,make it cheap prices then peopple can buy more flowers from this web site,Price
A312KFQ78WB3A4,love everything!,None
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,make clothes cheaper,Price
A2I3Y0L38HMQLZ,I LOVE IT,None
A2LV5QYHH24OMY,havn't  looked at everything,None
A2LV5QYHH24OMY,I really like the site.,Navigation
A1KYGP10BH4FXU,faster,MoreFunc
A1KYGP10BH4FXU,make prices cheaper,Price
A312KFQ78WB3A4,love it!,None
A2LV5QYHH24OMY,quite annoying to use.,Navigation
A2I3Y0L38HMQLZ,suggested improvement - colour names for shoes to come up when hovered over,MoreFunc
A2LV5QYHH24OMY,Its great!,None
A2LV5QYHH24OMY,cheaper prices,Price
A312KFQ78WB3A4,I love everything!,None
A2LV5QYHH24OMY,make ur clothes more affordable,Price
A2LV5QYHH24OMY,every thing,None
A2BWMYV8JU7RO4,It's really organised!,Navigation
A2LV5QYHH24OMY,You could have a live chat option.,MoreFunc
A3E157ZN8XPUKJ,have a wish list so i can remember what i like and might want to buy and go back to them later:)x,MoreFunc
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,The price is to high.,Price
A2I3Y0L38HMQLZ,just design more sandal&#44; plz.......,Range
A2I3Y0L38HMQLZ,make it cheaper,Price
A2LV5QYHH24OMY,Lower the prices so I can actually afford some clothes:),Price
A2BWMYV8JU7RO4,easy to find everything,Navigation
A2LV5QYHH24OMY,some of the clothes are ridiculously expensive!,Price
A312KFQ78WB3A4,Cheaper clothes please and thank you :),Price
A2LV5QYHH24OMY,I think you can start shipping to Norway again,Delivery
A34M93NJC830DP,go away,None
A1KYGP10BH4FXU,somtimes hard to find things,Navigation
A2I3Y0L38HMQLZ,i think some items are overpriced,Price
A2I3Y0L38HMQLZ,its all great!,None
A1KYGP10BH4FXU,LOWER PRICES,Price
A2LV5QYHH24OMY,i liked everything,None
A2I3Y0L38HMQLZ,you should be able to merge the items in your shopping basket to put your own outfits together.,MoreFunc
A1KYGP10BH4FXU,I think it is simply well organized!,Navigation
A2LV5QYHH24OMY,reduce your prices,Price
A2BWMYV8JU7RO4,i haven't yet looked..,None
A2LV5QYHH24OMY,Free delivery!,Delivery
A2LV5QYHH24OMY,can you sort by price&#44; for a really special occasion one would want to go for the more/most expensive first rather than work through the lower cost ones,MoreFunc
A2LV5QYHH24OMY,your search options are not user friendly.,Navigation
A2LV5QYHH24OMY,NICE!,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,Love it,None
A2LV5QYHH24OMY,get cheaper shoes,Price
A2LV5QYHH24OMY,The layout!,Navigation
A1KYGP10BH4FXU,i love everything,Navigation
A2I3Y0L38HMQLZ,I would like to see pounds converted into Australian dollars,MoreFunc
A2LV5QYHH24OMY,Make the clothes less expensive :),Price
A312KFQ78WB3A4,hello,None
A1KYGP10BH4FXU,the site can be very slow.,Latency
A2LV5QYHH24OMY,thanks,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,more stock,Stock
A2LV5QYHH24OMY,i like how it's neat and easy to navigate and not cluttered.,Navigation
A2I3Y0L38HMQLZ,takes too long to load,Latency
A1KYGP10BH4FXU,If I am expected to pay full price I want to see&#44; touch and try stuff first...,None
A2LV5QYHH24OMY,Shipping fee is very expensive,Delivery
A2LV5QYHH24OMY,just copy mr porter and luis via roma,None
A2LV5QYHH24OMY,Make the clothes less expensive :),Price
A312KFQ78WB3A4,cool!,None
A2LV5QYHH24OMY,Where do you get your prices from,Price
A2I3Y0L38HMQLZ,i like how the site is set out because it is easy to navigate around when your having a quick look,Navigation
A2LV5QYHH24OMY,very good!,None
A2I3Y0L38HMQLZ,easy to use,Navigation
A312KFQ78WB3A4,decrease the prices thanks,Price
A1KYGP10BH4FXU,j ai bloqué mon compte client a cause du mot de passe,None
A312KFQ78WB3A4,i cannot find a top that i liked in the shop,Products
A34M93NJC830DP,i woyld like you to change the price of your chothes and make them slightly cheaper please for the poor paupers such as my self.,Price
A2LV5QYHH24OMY,I buy a lot of clothes from here and it can get expensive,Price
A2LV5QYHH24OMY,more stock in the petite range,Range
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,PRICES!!!,Price
AVX3SWFMBEPMZ,its easy,None
A1KYGP10BH4FXU,the price,Price
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,your prices,Price
AVX3SWFMBEPMZ,more coat,Range
A2LV5QYHH24OMY,Very easy to use with clear instructions.,Navigation
A2LV5QYHH24OMY,nothing,None
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,Erm...,None
A312KFQ78WB3A4,Hello,None
A2LV5QYHH24OMY,its great!,None
A1KYGP10BH4FXU,I would like to have sidebar for narrowing down my search to individual items such as skirts/bags/watches - There may already be one?,MoreFunc
A2LV5QYHH24OMY,I think the site coul be improved by&#44; having every picture available both normlly on the model&#44; a slightly more lively desing as the background etc and have a search engine within categories to make it easier for people to findtheir item,Images|MoreFunc
A2LV5QYHH24OMY,cheaper prices,Price
A312KFQ78WB3A4,i like marni,Products
A312KFQ78WB3A4,reduce prices,Price
A2I3Y0L38HMQLZ,delivery should be free,Delivery
A2BWMYV8JU7RO4,When you return to the page you were on after clicking to view an item&#44; you are automatically sent back to the top of the page&#44; this is annoying as I lose my place,Navigation
A2LV5QYHH24OMY,You should be able to share the items of clothing to your email address...,MoreFunc
A2LV5QYHH24OMY,Rings are too expensive,Price
A2LV5QYHH24OMY,more long oversized denim jackets please,Range
A1KYGP10BH4FXU,country,None
A1KYGP10BH4FXU,the price,Price
A2I3Y0L38HMQLZ,Great!,None
A2I3Y0L38HMQLZ,cheaper,Price
A2I3Y0L38HMQLZ,Nothing!,None
A2LV5QYHH24OMY,Nothing.,None
AVX3SWFMBEPMZ,dont know,None
A2I3Y0L38HMQLZ,prices are too high :(,Price
A2LV5QYHH24OMY,thanks,None
A2LV5QYHH24OMY,models,Images
A34M93NJC830DP,go away,None
A312KFQ78WB3A4,lower your prices,Price
A2LV5QYHH24OMY,the layout is easy to work with&#44;,Navigation
A2LV5QYHH24OMY,Its great,None
A312KFQ78WB3A4,free delivery,Delivery
A2I3Y0L38HMQLZ,too expensive&#44; lower the prices!!!,Price
A2I3Y0L38HMQLZ,nothing I can think of!,None
A2LV5QYHH24OMY,make the shoes cheaper,Price
A2QN0EGBRGJU1M,its really good.,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,NOTHING,None
A2LV5QYHH24OMY,great,None
A34M93NJC830DP,lower your prices!!,Price
A1KYGP10BH4FXU,make the clothes cheaper,Price
A2LV5QYHH24OMY,cheaper shoes!!!!!!!!!!!!!!!!!!!!!!!!!!,Price
A2LV5QYHH24OMY,kugkvhfg,None
A2LV5QYHH24OMY,will say it again&#44; i cant click on an item to view/buy it!,Latency
A2LV5QYHH24OMY,have a section on the site for 'my recently viewed'.,MoreFunc
A2LV5QYHH24OMY,Make the prices more reasonable.,Price
A2LV5QYHH24OMY,lower your prices down,Price
A2I3Y0L38HMQLZ,I like how easy it is to navigate around the website.,Navigation
A2LV5QYHH24OMY,Add Germany to delivery options.,Delivery
A2LV5QYHH24OMY,make sure shipping timly,Delivery
A182JW8U6PO60U,the prices are too high!,Price
A2I3Y0L38HMQLZ,Can you make it so the price is shown in the currency of the customer and not in Euros.,MoreFunc
A312KFQ78WB3A4,prices,Price
A2I3Y0L38HMQLZ,I like the fact that most items have free delivery,Delivery
A2I3Y0L38HMQLZ,The website is mega annoying.,Navigation
A1KYGP10BH4FXU,I love your site!,Navigation
A2LV5QYHH24OMY,bring back the wishlist!,MoreFunc
A312KFQ78WB3A4,their is nothing to improve on!,None
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,It's very simple to navigate and the whole site has a very blank feel so that the items stand out.,Navigation
A2LV5QYHH24OMY,The site doesn't render properly in Chrome!,Latency
A312KFQ78WB3A4,the site is good,None
A2LV5QYHH24OMY,It's great!,None
A2I3Y0L38HMQLZ,More Paul Smith,Range
A2LV5QYHH24OMY,i can't afford to shop here all the time becuase of the prices:(     i think maybe now and again you could have 10% discounts for students as this would make me shop here more often and maybe rewards for members.,Price
A2I3Y0L38HMQLZ,Great!,None
A2LV5QYHH24OMY,cheaper clothes,Price
A2QN0EGBRGJU1M,Catwalk for clothes would be great!,MoreFunc
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,Try to make the deliveries faster and cheaper,Delivery
AVX3SWFMBEPMZ,it is very slow.,Latency
A312KFQ78WB3A4,its nice,None
A2LV5QYHH24OMY,delived to america,Delivery
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,i want those shoes that are out of stock,Stock
A2I3Y0L38HMQLZ,cheapen da prises onn da buffalooooooss init,Price
A1KYGP10BH4FXU,GET SIZE 36,Size
A1KYGP10BH4FXU,Forgot your password takes too long to come through to email account,None
A2I3Y0L38HMQLZ,don't do so many strange odd tops and start to add a tiny amount of normal tops including the ones you make already,Range
A2I3Y0L38HMQLZ,Deliver to germany!,Delivery
A2LV5QYHH24OMY,I can't think of anything to improve on sorry!,None
A2LV5QYHH24OMY,do u sell nose rings,Products
A2QN0EGBRGJU1M,I have a problem now.,None
A2LV5QYHH24OMY,inseam lengths for pspr raw selvage denim jeans?,Size
A2LV5QYHH24OMY,free shipping to Australia!,Delivery
A2BWMYV8JU7RO4,PLEASE LOWER THE PRICES&#44; ID BUY HEAPS MORE XO,Price
A2LV5QYHH24OMY,i hate that you cant send orders to iceland.,Delivery
A2LV5QYHH24OMY,Colours are good&#44;,Navigation
A1KYGP10BH4FXU,the price,Price
A312KFQ78WB3A4,bigger sizes,Size
A2I3Y0L38HMQLZ,lower your prices.,Price
A2LV5QYHH24OMY,please add israel to your shipping destinations,Delivery
A312KFQ78WB3A4,cool!,None
A1LRRDBA84ITCJ,stop these pop-ups!,Navigation
A2LV5QYHH24OMY,More sale because everything is expensive lol,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,I like the interface.,Navigation
A2LV5QYHH24OMY,More jackets :),Range
A1KYGP10BH4FXU,love to still have a wish list option or save for later helps having to search all over again,MoreFunc
A1LRRDBA84ITCJ,little bit cheaper?,Price
A2LV5QYHH24OMY,CHEAPER TO DEARRRRRRRRRRR !,Price
A2LV5QYHH24OMY,i think you could maybe put outfits together so people could see what they are buying in an outfit,MoreFunc
A2I3Y0L38HMQLZ,clearer photos,Images
A2QN0EGBRGJU1M,loved it!!!,None
A2LV5QYHH24OMY,everything is too expensive x,Price
A2LV5QYHH24OMY,please get cheaper x,Price
A2LV5QYHH24OMY,Easy to navigate,Navigation
A312KFQ78WB3A4,lower prices,Price
A2LV5QYHH24OMY,Everything!,None
A2LV5QYHH24OMY,boring,Navigation
A2LV5QYHH24OMY,Love your range,Range
A2I3Y0L38HMQLZ,more deals,Price
A34M93NJC830DP,go away,None
A2LV5QYHH24OMY,dsdsadasdsadsa,None
A2LV5QYHH24OMY,its all good,None
A2LV5QYHH24OMY,Free delivery to europe!,Delivery
A2QN0EGBRGJU1M,delever to BFPO addresses,Delivery
A2LV5QYHH24OMY,everything!,None
A2LV5QYHH24OMY,Easy to navigate,Navigation
A312KFQ78WB3A4,Lower your prices,Price
A2LV5QYHH24OMY,i mean i know its your shop and your prices,Price
A2LV5QYHH24OMY,Which shops stock maternity on store locater,Stock|MoreFunc
A2I3Y0L38HMQLZ,order system is really bad,Navigation
A2I3Y0L38HMQLZ,The italian size might be a bit confuse for the jeans.,Size
A312KFQ78WB3A4,I love everything about the site.,None
A2LV5QYHH24OMY,Price,Price
AVX3SWFMBEPMZ,lower your prices!,Price
A2LV5QYHH24OMY,more stock,Stock
A2I3Y0L38HMQLZ,more sizes,Range|Size
A312KFQ78WB3A4,lower prices,Price
A2LV5QYHH24OMY,I love all the clothing!,Products
A2I3Y0L38HMQLZ,lots more clothes in the Tall section please....,Range
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,be able to pay with a gift card,MoreFunc
A2LV5QYHH24OMY,Nothing,None
A2LV5QYHH24OMY,i think it is quite good,None
A2I3Y0L38HMQLZ,nothing to improve,None
A2LV5QYHH24OMY,Free delivery is excellent,Delivery
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,You also have the option of searching the product you would like&#44; or selecting a catagory,Navigation
A2I3Y0L38HMQLZ,ok idek make more 0 petite stuff!!!!,Stock
A2I3Y0L38HMQLZ,ok idek make more 0 petite stuff!!!!,Stock
A2LV5QYHH24OMY,Bit frustrating how it freezes?,Latency
AVX3SWFMBEPMZ,i love your clothes,Products
A2LV5QYHH24OMY,Great design.,Navigation
A312KFQ78WB3A4,free giveaways and competions,Price|MoreFunc
A2LV5QYHH24OMY,lower your price are we buying a shirt or another limb sweet lord,Price
A2LV5QYHH24OMY,everything is perfect,None
A312KFQ78WB3A4,make everything cheaper,Price
A2I3Y0L38HMQLZ,directions,MoreFunc
A2LV5QYHH24OMY,we have an endless winter in the uk and you have no nice ankle boots you are supposed to be a good shop,Range
A312KFQ78WB3A4,add more colour to the home page as it is not very eye catching and attractive and i would like to see a plus size rage as i love the clothes,Size|Navigation
A2LV5QYHH24OMY,CHEAPER CHEAPER,Price
A2I3Y0L38HMQLZ,I like that I am now able to send my items to my work address as i work all week and was never available to get the delivery at home.,Delivery
A2I3Y0L38HMQLZ,i can't afford anything,Price
A2LV5QYHH24OMY,lower your prices please!!,Price
A312KFQ78WB3A4,prices!,Price
A312KFQ78WB3A4,Find address when signed into your account crashes the browser (safari on mac),Latency
A2LV5QYHH24OMY,I love it,None
A2LV5QYHH24OMY,LOWER PRICES WOULD BE A NICE THING THANKS,Price
A3SWVCOJPJM7KQ,Being able to use vouchers online!!!,MoreFunc
A2I3Y0L38HMQLZ,Love the fact that customers can submit reviews; the size scale is really helpful.,Size|Navigation
A2LV5QYHH24OMY,Delivery is expensive!,Delivery
A2LV5QYHH24OMY,make it cheaper i cant afford anything,Price
A2I3Y0L38HMQLZ,cheaper,Price
A2I3Y0L38HMQLZ,wish list so i can go back to things i like&#44; therefore i can have time to decide whether i would like to order that item:)x,MoreFunc
A34M93NJC830DP,everything is too expensive,Price
A2LV5QYHH24OMY,too much errors when I put my adress..,Latency
A2I3Y0L38HMQLZ,I LOVE IT,None
A2I3Y0L38HMQLZ,too expensive&#44; lower the prices!!!,Price
A2I3Y0L38HMQLZ,I like the view all option and general ease of browsing.,Navigation
A2I3Y0L38HMQLZ,I love the reviews on items it really helps to decide on something if you are unsure and also being able to check availability online for different stores stops time wasting!,Navigation
A2LV5QYHH24OMY,more stock x,Stock
A2I3Y0L38HMQLZ,cheaper,Price
A2LV5QYHH24OMY,more gold necklaces,Range
A2LV5QYHH24OMY,its ok,None
A2LV5QYHH24OMY,make it cheaper.,Price
A34M93NJC830DP,its good,None
A2LV5QYHH24OMY,stop showing pictures of ugly models,Images
A2I3Y0L38HMQLZ,I like the site,Navigation
A2I3Y0L38HMQLZ,delivery charges are too expensive for one pair of tights.,Delivery
A1KYGP10BH4FXU,I know the card is in good standing.,None
A2I3Y0L38HMQLZ,More clothes in a 16 please,Range
A2LV5QYHH24OMY,alles ok,None
A2QN0EGBRGJU1M,nothinmg so far,None
AVX3SWFMBEPMZ,it is very slow.,Latency
A2LV5QYHH24OMY,ascdvbgh,None
A312KFQ78WB3A4,Great images and easy to navigate.,Navigation
A2LV5QYHH24OMY,I like the layout of the site,Navigation
A2LV5QYHH24OMY,lower the prices i cant afford anything,Price
A2LV5QYHH24OMY,Thank you.,None
A2LV5QYHH24OMY,Lower the prices,Price
A2I3Y0L38HMQLZ,update it more often&#44; get better shoes like converse and nikes,Range|MoreFunc
A2LV5QYHH24OMY,I love all the clothing!,Products
A2LV5QYHH24OMY,Nothing.,None
A2I3Y0L38HMQLZ,Its too expensive&#44; make it cheaper.,Price
A2LV5QYHH24OMY,Its easy and straight forwards,Navigation
A2I3Y0L38HMQLZ,far too expensive,Price
A2LV5QYHH24OMY,Hi~I always come visit Farfetcch,None
A2QN0EGBRGJU1M,Complaint is not about the site - it's about the delivery to Lai Yap of 2 Herbert Gardens&#44; Kensal Rise&#44; London NW10 3BU on 06/02/13,Delivery
A2I3Y0L38HMQLZ,More range of clothing,Range
A2I3Y0L38HMQLZ,gorgeous,None
A2I3Y0L38HMQLZ,Option to send an order to a specific store rather than delivery.,Delivery
A1KYGP10BH4FXU,At this point&#44; I would just like to be able to go to where I am clicking i.e,None
AVX3SWFMBEPMZ,the price!,Price
A312KFQ78WB3A4,i love it,None
A2LV5QYHH24OMY,I like the fact...zzzz no one cares.,None
A2I3Y0L38HMQLZ,EVERYTHING,None
A2LV5QYHH24OMY,very good and easy to use site,Navigation
A2LV5QYHH24OMY,nothing,None
A34M93NJC830DP,i like it,None
A2I3Y0L38HMQLZ,Can't think of any ways of improvement and have noticed the bigger variety in cheaper clothes offered which I love,Price|Navigation
A2LV5QYHH24OMY,it is good,None
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,I like that the site has clear images of the product,Images|Navigation
A2LV5QYHH24OMY,good.,None
A2LV5QYHH24OMY,I like the simple layout.,Navigation
A2LV5QYHH24OMY,popopopooopopopoopopopopoooooo,None
A2I3Y0L38HMQLZ,Make everything cheaper :3,Price
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,cheaper shoes,Price
A2LV5QYHH24OMY,I like most aspects of the website,Navigation
