pv_id,global_user_id,time,declaration
hcnkwtszlz6dtd72,1359737014111.507530,1359738064532,You should add a virtual mirror like H&M has on their website !
3c973ed4-2e4d-11e1-8b4b-03a24e61f0b4,1324740895746.102373,1324744606153,site slows down my computer?
hd8u6zhi9e5la0h0,1360695218697.108947,1361023704521,you can make sure the flowers that get delivered at least slightly resemble the ones that are in the photos for a start
938,sf1320157334480,1320157334480,I see the login
hbay99k3v9db8t0,1356797563980.918879,1356797679282,i would like to see the cloths on a model when i click to see more information so that i can find out what the fit is like on a person.
h7b85i46oz7rt,1348105221614.459106,1348078325893,get cheaper postage and packing
h8emcux81419rd8,1349724307398.71c35ed17088,1350489162620,less cheap stuff
hf46xown3i0glqp,1365095687270.729476,1365096094428,Can u include more kids shoes
f6a5d91a-4506-11e1-89d1-31dbccb6f899,1327237793608.491223,1327243250263,about the price please put the reasonable price???????????
hdqd1u9mk03j1qp,1362081594792.119516,1362083067311,it is fab!
h7on9kfo4ledit,1348917335510.659962,1348918560882,nothing.
h5n40uhvawesx5ym,1344471770926.864190,1344472225567,very good :)
hd1bs7yao04htx0,1360569112398.116279,1360569291674,Layout more spaced and lower prices
heuh1zozmrezw,1364508093600.243392,1364508233419,make more sales
he4vy3xfqve8t,1362961176842.56150,1362961230456,In Canada we use canadian dollars not euros
hb13i1rl4htf7nd,1352401736987.961898,1356201462912,Make the prices lower.
hapz42ombz1kz0mo,1355529147136.636726,1355529435207,you can improve by making a cat walk video for each item like other sites so we can take a better look at the garment.
hd7pca8dkr3gyje,1360953548375.541147,1360954725106,x x x x x
h8vy6ocnz8ytlc,1351536918001.357822,1351536951572,nothing
he2w6ew7405qh07b,1362840684667.829993,1362840684759,don't show me out of stock items
hd4jexoglnxnd1,1360762532813.428440,1360764183459,the manager in weston super mare store has the worst customer service iv ever come across
hbwi3dyyaf1fmk2,1358100511114.889531,1358100786658,I'm not sure what woman would wear a brown dress.
hc84oe055q70ly,1358803755548.738215,1358805865508,some sellers are so bad and rude and you shpuld remoe them if they have a lot of bad comments from different buyers!
h6at6sdxa9a2nr,1345321239735.20cd9941a7f4,1345905230308,easy to find stuff
hao7nziu4ebqwo1,1354388769795.295375,1355422810931,I like the fact that your site is very easy to use and find things.
h8t0wv7n2n470m0,1351360100864.452593,1351360144507,Shoes are to die for.
h5fuq80sy24jz7,1342998145927.198961,1344033422149,Have more speedway jackets
hbu06vln9w9i5w,1357949672612.820885,1357951815725,lighten it up a bit
ha726rm1tem70r,1345413806999.311234,1354385746585,It's awful.
hdvp7jkj7xeg9xb,1362405693748.848553,1362405952138,luminous
538,ts1320157334480,1320157334480,make stuff cheaper im too poor
h6k2kalew43a9l6,1342713451908.836568,1346465181773,make em cheaper you nob ed.
hcywwq9v35ytmm9,1360423264715.36716,1360423381332,Coat need to me not hign on price
h9yo6hmp8gzc7air,1353877567773.134392,1353878720544,Checkout is very slow.
h17wkfmhsmdue0lui,1333888855151.757145,1334845711175,please lower the prices
h2hk8ugjui8c3lg,1335645125732.0ea867d4d593,1337606407364,I think you can improve the size changes and also the price changes with euros...b
hdoray1pkgk5kk,1361985936019.763265,1361986188631,like reviews
h9k0d4vi2zcp3zh,1352991767074.415918,1352992953586,its too poor and it costing you valuable customers
1382,sp1320157334480,1320157334480,Improvements: Site map broken&#44; multimedia features with products&#44; some products are missing pictures and the home page layout is very cluttered
h41ngwcx6singbg,1340997804748.556872,1340997965551,I would like to received sale notices by email with maybe additional off coupons like the other store websites.
hb16rpviskkei2,1356206892359.337719,1356207294386,more maternity clothes
ha6iw3ajm14z57v,1354353051987.772801,1354353096518,sell larger sizes!
hcdvf2ha9snx32,1358546258663.545147,1359064608330,be more clear
hagy45teo68mfpo,1342958391608.765683,1354983450501,GREAT layout!
hebmkheoay7puvt,1356341113721.222440,1363368875606,do a sale
hb3b2lvwngbykp,1356335391304.342943,1356336192483,token
hbb3s4vuynlll6,1356803851384.908954,1356807250855,This is my first time buying on line with you and it has been a nightmare.
hdgp2iri9n0drz1e,1361498488215.312421,1361498665037,the london store is toooo big!
hdyvuukfvm29qi,1362598158739.52970,1362598306494,lower your prices
h0246g73ekgekgekg,1332318284656.539024,1332318990727,It's perfect!!!
haweg6rqbty286,1347384597232.2ea2ced9c336,1355917846860,it wont let me navigate to another page!!
h8x8d73tn29wc2hm,1351613309984.941631,1351614865273,as I can only wear flats and I would like some ankle boots on this visit - it would have been useful if I could have selected both those options rather than one or the other
h8ncumuq7no0f8c,1351017320050.e600528a68bb,1351017404764,Make these sodding dialogue boxes not pop up!
hf9rucmninggvj,1365433055713.251278,1365433793488,not a great deal!
677,ts1320157334480,1320157334480,prices are too high; bullshit
h4ssvnf3nr8a0m9,1342639362152.634827,1342640610236,there should be a filter option.
haesdnqgye6r2qo,1354852799451.168035,1354852846850,Good and sale
h2dr9jjpref7clo,1337371572186.382659,1337376234950,nothing
833,ts1320157334480,1320157334480,Please bring more army jackets to the shop not army tops
hb5r6xs8peu0nm,1356480563803.927085,1356486191751,lower prices.
hesgxcoq6w33rr,1364386607564.575339,1364387326021,you need to make some of the prices cheaper!
hcdeds120vmddx8,1337863133033.469516,1359122446717,I like that I can check stock in my local store
h91tez7sr53p60,1351885914536.787710,1351893320417,Love the choice
1091,sf1320157334480,1320157334480,You should also consider changing the basket widget in the top right as it looks a little cluttered with the image of the basket&#44; the 'secure checkout' logo&#44; the padlock as well as the items/total text (you could choose a better font consistent to the rest of the site or consider changing your ecommerce service provider if you are not running it independently).
h7vqqtr881f1b,1349339139701.599062,1349348311064,If items are been added into baskets these should be secured for purchase!
h2ca5sx6ekgekgekg,1337286750940.44398,1337287440090,like 'high to low' and 'low to high'
h4rd4s3wcprt4d3,1342552511311.632973,1342552587588,its perfect!
habjn0i5bkqu3a1,1342891867955.189290,1354656752589,make your stuff cheaper please.
hbgw8c1hliiyc,1357156940612.563234,1357157028229,egregious pricing
hbnnmsn1dp9da7tm,1356708916258.572414,1357565857808,i cant find what i want
576,ts1320157334480,1320157334480,Make your prices lower please!
h85ousr1494dyqt,1349949127157.38832,1349950122948,it awesome
hcy5une5b6yxx2ul,1360377622234.345891,1360378218269,i am unable to place an order.
ha8l5w4ca870i28zz,1354477751227.896533,1354478126688,everyting is good
957,sf1320157334480,1320157334480,I just hope the size of the standard flowers in a vase are a nice size.
hd4s9slrbvk9yn,1360769019980.492511,1360778495278,A lot.
hf9sf3yc64906u,1365434365560.472209,1365434457162,Make the icons a bit bigger
hfezilo82a3lr1c,1365748674832.342008,1365748717167,you can ship to Norway!!!
hb87phwqq4au6cmi,1356631050630.68340,1356632165805,NOTHING.
haor4e8p0p59zd,1355455317060.966729,1355456104984,have models in the outfits
h13lhpvsekgekgekg,1325546816191.83652,1334587825759,I like the set-up!
ha3o7lso9xcjt9c,1354180677238.158074,1354180941756,I'm having trouble registering my NUS card because I'm studying from home.
hb2nup12tu4tm02v,1356296392398.14736,1356296463686,everthin
hdneappk03lz7bd,1361903686622.55006,1361903743758,so far so good!
h9jk5aycb3edtb,1334918391429.63787e6db6a8,1352964701576,have an option to change the currency to australian dollars
heybwsjmtjzylq,1364741518145.74900,1364741735906,have the clothes on dolls or models.
h06yigy3ekgekgekg,1332610646946.739096,1332611607331,you could improve on a more intresing background.
h8k045skf2h55a3,1346599206342.f2ed289632e6,1351090349369,be able to save your basket
h2apdhj3ys7g0ct,1336312628649.316675,1337191878953,YES SEND ME AN EMAIL RESET PASSWORDS
hckfc9mm53966u,1359547132282.850769,1359547715482,the reviews concerned me about there not being enough blooms.
229,ts1320157334480,1320157334480,i enjoy the shipping to canada and other countries as well as great selection&#44;
hbtp4rpb9ytt0ab,1357931127354.32986,1357931262959,i like that the site is very easy to be used and i found everything i seached quickly
1403,sp1320157334480,1320157334480,It's generally easy to use
hajq4rwtu1013ej,1325504850930.7c3a18b68e8b,1355151432103,Choice of size very unclear
hb6wuet60c7ca62,1356553041698.127527,1356553402400,prices
ha6kxf1nvwrrix,1354356207968.458793,1354357414188,lower prices pls
he2gwmdaecwuqmv,1362814995826.877325,1362815126583,covers for dinning room chairs
h9v7yo1ijqej0bgb,1353669601937.147740,1353669713441,create shoes in junior sizes please
b43411cd-581e-11e1-ad02-93a49e14013a,1329342469338.645301,1329342521452,should be cheaper
h6eur9m50m2eiy7p,1346149429225.249155,1346149729652,me gusta
5fe411d9-326a-11e1-910f-fdce6224bf15,1321559993675.9be9329c5534,1325197158947,Clothes are good quality
hc6vnqn203tcqc8m,1358728143621.414461,1358728278738,have more of a high street presence in towns in london
herahpkcw0sbx,1361052408287.872571,1364317450337,29 cm long or so
hd63xealahd1wu,1360858335171.847755,1360858498889,Options of what to wear with what when you click into an item.
hejzq3gvdy910za,1363873896479.189533,1363874837708,I like very much his clothes
hey1wr0y7es969r3,1345826473190.966246,1364724876545,hey guys!
h36uvrqhhosmba,1339134797090.22217,1339135722835,Very good site to navigate.
heleetwhjesj74,1363959551413.102997,1363959923149,merrr !!!
1023,sf1320157334480,1320157334480,You do seem to be better for price than a lot of your competitors
h9ctoty4nf2j5u,1352556976074.935619,1352557408464,Show all dresses on models so length of dress can be seen.
hcvt1vbrole6gcj,1360235425190.554580,1360235917088,where are you?
h5wqsc54hle9ah,1344878786826.bb3ec27a1275,1345054808003,I like how everything is laid out and easy to access.
h8a9i0ly2zplrr9,1350225295813.667606,1350225733351,it's lovely!
hckuf4ctdt1kw2w,1359572314570.137035,1359572694794,the sets are really pretty and look good quality so i wouldn't mind spending a lot of money on them...b
1316,sp1320157334480,1320157334480,Good site&#44; clear and easy to use
hfkpykbsddd3h7,1366095413837.123826,1366095560517,dIFFERENT CURRENCY OPTIONS
h8zna8jbz6lbvj,1351760168073.369804,1351760589068,Thank you.
h09ini6fekgekgekg,1316692771895.384860,1332766740423,free postage
h9trnw19ds2hs2q,1353581660393.230705,1353581862466,Be able to organise the shoes by price ascending/descending
hd4yhyd0i69vju,1360788497470.267017,1360788869251,more detail in clothing descriptions and more sale notices
h3j7hfu1chxmrc,1324204985477.509287,1339882675546,value
h8k5og0e4wpw2,1348932992177.351717,1350824197684,too expensive.
h94znn2j76bis1,1352083568835.27793,1352084456782,Add additional filters to help select jackets & coats from the mass inventory.
hcq8yalaoqdqay,1326233351846.468616,1359899376948,i like the layout
h0wegfevekgekgekg,1334149018222.0c64d12ceeab,1334150167688,i hate that you cant send orders to iceland.
hdk441yjyqljcjd,1361705191118.134531,1361647655833,the flowers
hagrnkosir7odpm,1335025304251.912393,1354972643735,I think your site is great
h6mfumve5fqtg0lu,1346607289607.995423,1346608380090,be able to sort shoes by price
h35xygswvucan3l,1324419923475.499240,1339080464530,everything
hb5b1gyj0tgsw5ry,1356221625170.704743,1356456365741,nothing.
h9vlsq0fh9blqdo,1353692296750.925500,1353692934469,nothing
h089s0qkekgekgekg,1332265509600.f8643e5f9fa6,1332691320452,Free delivery on orders over a cheaper price than £75 like £30 or £40 or something
hd4spj57kjj31yo,1360777653079.395684,1360780885584,I think you should create a kids section xxxxxxx
hb6b8ht4dovhjbnd,1353857866214.619968,1356517139940,Don't put option boxes up on the screen the second you access the site.
he9yeleho87205k,1363267144423.858184,1363267845812,It would be great if actual models modeled the clothes rather than items being on mannequins or the item on itself.
h3kgpane116kt6,1338038544522.900304,1339958573839,reduce prices.
h5d0lfh70sus2p,1343603887639.350200,1343861828403,store delivery is not available at my store (crawley) so i must pay ?4 for delivery which is ridiculous..
hfovm0gblac7dvr,1366346778010.358749,1366346828937,Price
hbjeh7cheynwa7o,1357308526608.757921,1357308602346,boring clothes!
hepu6eodup67a12b,1364227069340.169640,1364228769407,please become cheaper like primark :)
he4madrccylj26w,1362944630076.518301,1362947002082,need more t- shirt sales
971,sf1320157334480,1320157334480,I liked the prices and the  ease of navigation
ha2fdky2dn23ls,1354104966544.307097,1354106692915,you can improve on your payment process!!!!
hbqm9o2n4i3db1v,1357744751967.442358,1357745012408,your site is fine.Looking forward for new items.
heoouwt83l94yxe,1364158429689.202269,1364158748076,graphics
hcdtnb7pu1ebpz4,1359148012560.686261,1359148129517,remove items when out of stock!
hc7xg2bs08oiayh,1358791603277.770827,1358791697418,Annoying pop ups like this
h9bawue5ln8vxju,1342521702846.478755,1352466228489,if the online purchase worked and you could get through on the phone!!!
738,ts1320157334480,1320157334480,However the website is well designed and easy to use!
h9bofql84ikir7,1352487998716.627404,1352488080195,I really like this shop and its clothes.
hah6bxozaxx0le,1352322226080.741488,1354997340715,lower the prices
hai1b21v4qnub0f,1355049001991.358256,1355049241657,Cheaper Clothes!!!
hayyj3awfmfhfy,1355800216935.525525,1356072567558,I'd love to see the items on a person.
h17wstm0k2koyp0lz,1334816821743.210682,1334845998911,Can't just continue shopping from where you were
h73u73n3nr52633,1347660181519.194448,1347660424212,A way to change to nzd :)
h9vuq893ek0occ,1347903421138.275333,1353708036667,I like the site because is manageable to use
hee5il3oy8ipaj5,1363521148557.420268,1363522189642,MAKE EVERYTHING CHEAPER PLEASE PRETTY PLEASE
hc3kl8dzh76vxi,1355677720784.939463,1358528766764,i need a summery flowing dress for graduating from school.
h2gokwkuekgekgekg,1336146839564.728294,1337553144559,currency in euros
hapxk9cu2tojq76,1331547492476.373227,1355526881691,its only got a few on their
h3e30vqd0iyug83,1338483114760.823757,1339573136803,Would be great if more contemporary brands available and special offers for frequent customer such as VIP programmes
hb0j5ha4e0dqx8cv,1356166473982.35892,1356167885970,i don't like the prices
hcfqks9x9ym1tabv,1359263810078.693758,1359263874657,good and pretty
he63kumjjeila5,1363034500242.80885,1363034543808,you can improve on fashion sense and get prettier clothes at cheaper prices
heef4t5d37m20,1348383322864.cf222a09a081,1363537698247,Easy to navigate around
hdot5c8hg6e5fk,1361972977900.733154,1361989110988,please lower the price of your jeans
